gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
416537397	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus sanguinolentus		SPECIES	Ramphocelus sanguinolentus (Lesson, 1831)	Ramphocelus   sanguinolentus		CR	Pejibaye	Cartago	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488420	2488420	PRESERVED_SPECIMEN	MNCR	CNZ	O8728				CC_BY_4_0		MarÃ­a Isabel  GÃ³mez			2020-10-07T12:54:12.156Z		
416537396	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus  passerinii		CR	Finca Cristina	Cartago	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O8789				CC_BY_4_0		Ernesto Carman			2020-10-07T12:54:12.156Z		
416537395	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus  costaricensis		CR	RÃ­o Savegre, orillas del RÃ­o a altura de puente- cercanÃ­as de MarÃ­tima	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	PRESERVED_SPECIMEN	MNCR	CNZ	O8888				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.156Z		
416537392	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus  passerinii		CR	RincÃ³n de Osa	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	PRESERVED_SPECIMEN	MNCR	CNZ	O9140				CC_BY_4_0		Daniel HernÃ¡ndez			2020-10-07T12:54:12.156Z		
416537391	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus   costaricensis		CR	JardÃ­n BotÃ¡nico Wilson	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	PRESERVED_SPECIMEN	MNCR	CNZ	O9442				CC_BY_4_0		Daniel MartÃ­nez			2020-10-07T12:54:12.155Z		
416537390	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus  costaricensis		CR	EstaciÃ³n BiolÃ³gica Las Cruces	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	PRESERVED_SPECIMEN	MNCR	CNZ	O9673				CC_BY_4_0		Chase Menderhall			2020-10-07T12:54:12.156Z		
416537386	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Isla Verde.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO78				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.157Z		
416537381	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Arrozal contiguo a Playa Rey adyacente a la carretera y frente al Estero Garita.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO166				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.157Z		
416537379	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Arrozal contiguo a Playa Rey adyacente a la carretera y frente al Estero Garita.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO191				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.158Z		
416537373	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Laguna Estero Negro	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO353				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.157Z		
416537364	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebrada Guabo. Tributario del RiÃ³ Savegre, en camino a Silencio.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO563				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.158Z		
416537362	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebrada Guabo. Tributario del RiÃ³ Savegre, en camino a Silencio.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO588				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.157Z		
416537361	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebrada Guabo. Tributario del RiÃ³ Savegre, en camino a Silencio.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO628				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.157Z		
416537356	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Estero Garita	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO745				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.158Z		
416537345	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Estero Cacao	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO981				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.159Z		
416537343	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Laguna Negra Forral	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO993				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.159Z		
416537333	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente Estero Garita.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1144				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.159Z		
416537332	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente Estero Garita.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1162				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.160Z		
416537330	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente Estero Garita.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1189				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.159Z		
416537328	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente sobre RÃ­o Savegre-Costanera.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1221				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.160Z		
416537326	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente sobre RÃ­o Savegre-Costanera.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1253				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.160Z		
416537323	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente sobre RÃ­o Savegre-Costanera.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1280				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.160Z		
416537321	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Puente sobre RÃ­o Savegre-Costanera.	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1314				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.160Z		
416537320	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 1 Santo Domingo Abajo)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1347				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.160Z		
416537319	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 1 Santo Domingo Abajo)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1376				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537318	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 1 Santo Domingo Abajo)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1393				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537317	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 1 Santo Domingo Abajo)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1421				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537315	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 2 Santo Domingo Medio)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1440				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537314	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 2 Santo Domingo Medio)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1447				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537313	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 2 Santo Domingo Medio)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1456				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537312	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 2 Santo Domingo Medio)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1481				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537309	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 3 Santo Domingo Alto)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1521				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.162Z		
416537308	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 3 Santo Domingo Alto)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1530				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.163Z		
416537307	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 4 RÃ­o Blanco)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1562				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537306	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	RÃ­o Savegre-Santo Domingo ( Punto NÂº 4 RÃ­o Blanco)	Puntarenas	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1575				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.162Z		
416537305	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebrada Clementina. Camino a Pueblo Viento Fresco.	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1588				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.161Z		
416537304	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Viento Fresco. Pueblo y alrededores.	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1616				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.162Z		
416537302	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Pueblo el Brujo. (Punto NÂº 1)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1653				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.162Z		
416537301	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	CercanÃ­as de Pueblo el Brujo. (Punto NÂº 2)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1696				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.162Z		
416537299	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebrada Ramiro, ubicada entre El Brujo y El Llano	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1778				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.088Z		
416537297	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	El Llano (Pueblo)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1803				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.088Z		
416537296	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	El Llano (Puente Pavas)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1826				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.087Z		
416537295	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	El Llano (Puente Pavas)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1853				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.087Z		
416537294	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	El Llano (Puente de Hamaca Viejo)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1875				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.087Z		
416537293	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	El Llano (Puente de Hamaca Viejo)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1892				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.087Z		
416537292	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebradas RÃ­o DivisiÃ³n(Quebrada Seca)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1904				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.087Z		
416537290	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebradas RÃ­o DivisiÃ³n(Quebrada Grande). El Llano	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1930				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.087Z		
416537288	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Quebradas RÃ­o DivisiÃ³n(Quebrada Julio). Savegre Abajo	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO1972				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.088Z		
416537287	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus costaricensis		SPECIES	Ramphocelus costaricensis Cherrie, 1891	Ramphocelus costaricensis		CR	Santa Euduviges(Punto NÂº1)	San JosÃ©	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488437	2488437	OBSERVATION	MNCR	CNZ	OO2041				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.088Z		
416537281	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus passerinii		SPECIES	Ramphocelus passerinii Bonaparte, 1831	Ramphocelus passerinii		CR	Boca Tapada. Laguna Lagarto Lodge, Jardines.	Alajuela	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488433	2488433	OBSERVATION	MNCR	CNZ	OO3398				CC_BY_4_0		Ghisselle Alvarado			2020-10-07T12:54:12.089Z		
416536942	e0685eeb-5929-4d41-a2da-20712ee7a82c		Animalia	Chordata	Aves	Passeriformes	Thraupidae	Ramphocelus	Ramphocelus sanguinolentus		SPECIES	Ramphocelus sanguinolentus (Lesson, 1831)	Ramphocelus sanguinolentus		CR	Cariari	Limon	PRESENT		036cdc50-e7f5-11d9-9a0e-b8a03c50a862													2488420	2488420	PRESERVED_SPECIMEN	MNCR	CNZ	O10096				CC_BY_4_0		Gonzales B., C.			2020-10-07T12:54:11.569Z		
